Ort;Plz
Veitshöchheim;97209
Veitsrodt;55758
Velbert;42549
Velbert;42551
Velbert;42553
Velbert;42555
Velburg;92355
Velden;84149
Velden;91235
Veldenz;54472
Velen;46342
Velgast;18469
Vellahn;19260
Vellberg;74541
Vellmar;34246
Velpke;38458
Velsdorf;39359
Velten;16727
Veltensmühle;38822
Veltheim;38173
Veltheim;38835
Vendersheim;55578
Venningen;67482
Ventschow;19417
Venusberg;9430
Venusberg;88436
Venusberg Spinnerei;9419
Verchen;17111
Verden;27283
Veringenstadt;72519
Verl;33415
Verlorenwasser;14806
Versmold;33775
Vesser;98711
Vesser;98711
Vestenbergsgreuth;91487
Vetschau;3226
Vettelschoß;53560
Vettin;16928
Vettweiß;52391
Vichel;16845
Viechtach;94234
Viehle;19273
Vielank;19303
Vielbach;56244
Vielist;17194
Vielitz;16835
Vienau;39624
Vienenburg;38690
Vierden;27419
Viereck;17309
Viereth-Trunstadt;96191
Vierherrenborn;54314
Vierhöfen;21444
Vieritz;14715
Vierkirchen;2894
Vierkirchen;85256
Viernau;98547
Viernheim;68519
Vierraden;16306
Viersen;41747
Viersen;41748
Viersen;41749
Viersen;41751
Viesecke;19336
Vieselbach;99198
Vieselbach;99198
Vietgest;18279
Vietmannsdorf;17268
Vietow;19260
Vietznitz;14662
Viez;19230
Viezen;18249
Viktoriastollen;56349
Vilgertshofen;86946
Villenbach;86637
Villingendorf;78667
Villingen-Schwenningen;78048
Villingen-Schwenningen;78050
Villingen-Schwenningen;78052
Villingen-Schwenningen;78054
Villingen-Schwenningen;78056
Villmar;65606
Vilsbiburg;84137
Vilseck;92249
Vilsheim;84186
Vilshofen;94474
Vimfow;19374
Vinningen;66957
Vinzelberg;39599
Viöl;25884
Vippachedelhausen;99439
Vipperow;17209
Virneburg;56729
Visbek;49429
Visselhövede;27374
Vissum;29416
Vitense;19217
Vitte;18565
Vitzenburg;6268
Vlotho;32602
Vockerode;6786
Vockfey;19273
Voerde;46562
Vogelkoje;25992
Vogelsang;15890
Vogelsang;16792
Vogelsang-Warsin;17375
Vogelsberg;99610
Vogelsdorf;15370
Vogelsdorf;38836
Vögelsen;21360
Voggenmühlhöfle;73553
Vogt;88267
Vogtareuth;83569
Vogthof;56865
Vogtsburg;79235
Vohburg;85088
Vohenstrauß;92648
Vöhl;34516
Vöhrenbach;78147
Vöhringen;72189
Vöhringen;89269
Voigtsdorf;9619
Voigtsdorf;17349
Voigtshain;4808
Voigtstedt;6556
Voitswinkl;83379
Volgfelde;39599
Volkach;97332
Völkenroth;56288
Volkenschwand;84106
Volkenshagen;23936
Volkerode;37308
Völkershausen;36404
Völkersweiler;76857
Volkertshausen;78269
Volkerzen;57612
Volkesfeld;56745
Völklingen;66333
Volkmannsdorf;7318
Volkmannsdorf;7924
Volkmarsen;34471
Volkstedt;6295
Volkstorf;23942
Vollenborn;37355
Vollersode;27729
Vollersroda;99438
Vollerwiek;25836
Vollmersbach;55758
Vollmershain;4626
Vollmersweiler;76744
Vollrathsruhe;17194
Vollstedt;25821
Völmlesmühle;72297
Völpke;39393
Völschow;17129
Volsemenhusen;25693
Voltlage;49599
Volxheim;55546
Volzrade;19249
Vorbach;95519
Vorbeck;18258
Vorbein;17121
Vorderhagen;19273
Vorderholzmühle;83552
Vorderleiten;83364
Vorderloh;83364
Vorderweidenthal;76889
Vordorf;38533
Vorra;91247
Vörstetten;79279
Vorsuchhütte;95100
Vorwerk;27412
Vorwerk Friedrich;76726
Voßkuhl;23968
Vreden;48691
Vrees;49757
Waabs;24369
Waake;37136
Waakirchen;83666
Waal;86875
Wabern;34590
Wachau;1454
Wachenheim;67157
Wachenheim;67591
Wachenroth;96193
Wachow;14641
Wachsenburggemeinde;99310
Wachstedt;37359
Wachtberg;53343
Wachtendonk;47669
Wächtersbach;63607
Wachtküppel;36129
Wacken;25596
Wackernheim;55263
Wackerow;17153
Wackerow;17498
Wackersberg;83646
Wackersdorf;92442
Wackersleben;39393
Waddeweitz;29496
Wadelsdorf;3130
Wadern;66687
Wadersloh;59329
Wadewitz;6729
Wadgassen;66787
Waffenbrunn;93494
Waffenrod;98666
Wagenfeld;49419
Wagenhausen;56826
Wagenhoff;38559
Wagenitz;14641
Wagersrott;24392
Waghäusel;68753
Waging;83329
Wagun;17159
Wahlbach;55494
Wahlenau;55491
Wahlendorf;16818
Wahlenhalden;73453
Wahlhausen;37318
Wahlheim;55234
Wahlitz;39175
Wahlrod;57614
Wahlsburg;37194
Wahlsdorf;14913
Wahlstedt;23812
Wahlstorf;19386
Wahlstorf;24211
Wahns;98634
Wahnwegen;66909
Wahrenberg;39615
Wahrenbrück;4924
Wahrenholz;29399
Wahrsow;23923
Wahrstorf;23948
Waiblingen;71332
Waiblingen;71334
Waiblingen;71336
Waibstadt;74915
Waidhaus;92726
Waidhofen;86579
Waigandshain;56477
Waigolshausen;97534
Wain;88489
Wainsdorf;4932
Waischenfeld;91344
Wakendorf;23992
Wakendorf;24558
Wakendorf I;23845
Walbeck;6333
Walbeck;39356
Walchenberg;83374
Walchensee;82432
Walchow;16833
Walchum;26907
Wald;83364
Wald;83379
Wald;87616
Wald;88639
Wald;93192
Walda;1561
Waldachtal;72178
Waldalgesheim;55425
Waldaschaff;63857
Waldau;6721
Waldau;98667
Waldböckelheim;55596
Waldbreitbach;56588
Waldbröl;51545
Waldbronn;76337
Waldbrunn;65620
Waldbrunn;69429
Waldbrunn;97295
Waldburg;88289
Waldbüttelbrunn;97297
Walddorfhäslach;72141
Walddrehna;15926
Waldeck;7646
Waldeck;23936
Waldeck;34513
Waldeck;76857
Waldems;65529
Waldenbuch;71111
Waldenburg;8396
Waldenburg;74638
Waldenhofen;88453
Walderbach;93194
Waldershof;95679
Waldesch;56323
Waldesruh;12625
Waldfeucht;52525
Waldfischbach-Burgalben;67714
Waldfriede;55765
Waldfriede;56203
Waldfrieden;39539
Waldfrieden-Schweizertal;56132
Waldgrehweiler;67822
Waldhambach;76857
Waldhaus;8144
Waldhaus Grebe;35216
Waldheim;4736
Waldheim;14612
Waldhof;19348
Waldhof;76889
Waldhof-Falkenstein;54673
Waldhufen;2906
Waldkappel;37284
Waldkirch;79183
Waldkirchen;8485
Waldkirchen;9437
Waldkirchen;94065
Waldkraiburg;84478
Waldlaubersheim;55444
Waldleiningen;67693
Wald-Michelbach;69483
Waldmohr;66914
Waldmühlen;56479
Waldmünchen;93449
Waldorf;53498
Waldow;15910
Waldow-Sacrow;15913
Waldrach;54320
Waldrohrbach;76857
Waldsassen;95652
Waldschmidtmühle;56377
Waldsee;67165
Waldshagen;24306
Waldshut-Tiengen;79761
Waldsieversdorf;15377
Waldsolms;35647
Waldstadt;15838
Waldstetten;73550
Waldstetten;73550
Waldstetten;89367
Waldthurn;92727
Waldweiler;54429
Walhausen;56865
Walheim;74399
Walkendorf;17179
Walkenried;37445
Walkertshofen;86877
Walksfelde;23896
Wall;16818
Wallbach;98639
Walldorf;69190
Walldorf;98639
Walldürn;74731
Wallen;25788
Wallenborn;54570
Wallendorf;6254
Wallendorf;54675
Wallenfels;96346
Wallenhorst;49134
Wallenried;87782
Wallerfangen;66798
Wallerfing;94574
Wallersdorf;94522
Wallersheim;54597
Wallerstein;86757
Wallertheim;55578
Wallgau;82499
Wallhalben;66917
Wallhausen;6528
Wallhausen;55595
Wallhausen;74599
Wallichen;99198
Wallichen;99198
Wallitz;16837
Wallmenroth;57584
Wallmerod;56414
Wallmoden;38729
Wallmow;17291
Wallroda;1477
Wallsbüll;24980
Wallscheid;54531
Wallstawe;29413
Walluf;65396
Wallwitz;6193
Wallwitz;39291
Walow;17209
Walpernhain;7613
Walpertskirchen;85469
Wälschbuch;85406
Walschleben;99189
Walsdorf;54578
Walsdorf;96194
Walshausen;66484
Walsheim;76833
Walsleben;16818
Walsleben;39606
Walsrode;29664
Waltenhausen;86480
Waltenhofen;87448
Walternienburg;39264
Walterschen;57632
Waltersdorf;2799
Waltersdorf;4617
Waltersdorf;7646
Waltersdorf;7980
Waltersdorf;14913
Waltersdorf;15732
Waltersdorf;15926
Waltershausen;99880
Waltershofen;82282
Waltersleben;99102
Waltersleben;99102
Walthersdorf;9474
Walting;85137
Waltrop;45731
Walzbachtal;75045
Walzenmühle;71144
Wambacherhof;67808
Wamckow;19406
Wandersleben;99869
Wanderup;24997
Wandlitz;16348
Wanfried;37281
Wang;85368
Wangelau;21483
Wangelnstedt;37627
Wangels;23758
Wangen;6642
Wangen;73117
Wangen;88239
Wangenheim;99869
Wangerland;26434
Wangerooge;26486
Wankendorf;24601
Wanna;21776
Wannefeld;39638
Wannweil;72827
Wansdorf;14641
Wansleben am See;6318
Wanzer;39615
Wanzleben;39164
Wanzlitz;19300
Wapelfeld;24594
Warberg;38378
Warburg;34414
Wardenburg;26203
Warder;24646
Wardow;18299
Waren;17192
Warendorf;48231
Warin;19417
Warlin;17039
Warlitz;19230
Warlow;19288
Warmensteinach;95485
Warmsen;31606
Warmsroth;55442
Warnau;24250
Warnau;39524
Warngau;83627
Warnitz;17291
Warnkenhagen;17168
Warnkenhagen;23948
Warnkenhagen;23992
Warnow;18249
Warnow;23936
Warnsdorf;16945
Warnstedt;6502
Warpe;27333
Warrenzin;17111
Warringholz;25560
Warsow;14662
Warsow;19075
Warstein;59581
Wartbichl;83739
Wartenberg;36367
Wartenberg;85456
Wartenberg-Rohrbach;67681
Wartenburg;6901
Wartenstein;55606
Warthausen;88447
Warthof;71579
Wartin;16306
Wartmannsroth;97797
Warwerort;25761
Warza;99869
Wasbek;24647
Wasbüttel;38553
Wäschenbeuren;73116
Waschow;19243
Wasdow;17179
Wasenbach;56370
Washof;85276
Wassenach;56653
Wassenberg;41849
Wasserburg;83512
Wasserburg;88142
Wasserleben;38871
Wasserliesch;54332
Wasserlosen;97535
Wassermühle;24861
Wassersuppe;14715
Wasserthaleben;99718
Wassertrüdingen;91717
Waßmannsdorf;15831
Wasungen;98634
Waterdiek;24214
Waterloo;19357
Wathlingen;29339
Wattenbek;24582
Wattendorf;96196
Wattenheim;67319
Wattmannshagen;18279
Watzerath;54595
Watzkendorf;17237
Watzlsteg;93479
Watzmannhaus;83486
Watzumer Häuschen;38154
Wawern;54441
Wawern;54612
Waxweiler;54649
Webau;6679
Webelsfelde;19205
Weberhäusl;83379
Weberin;19412
Weberstedt;99947
Webling;85276
Wechingen;86759
Wechmar;99869
Wechselburg;9306
Weckersdorf;7937
Weddelbrook;24576
Weddersleben;6502
Wedderstedt;6458
Weddingstedt;25795
Wedel;22880
Wedemark;30900
Wedendorf;19217
Wedlitz;6429
Wedringen;39345
Weede;23795
Weener;26826
Weenzen;31096
Wees;24999
Weesby;24994
Weesow;16356
Weeze;47652
Wefensleben;39365
Weferlingen;39356
Weg;85447
Wegberg;41844
Wegefarth;9600
Wegeleben;38828
Wegensen;37620
Wegenstedt;39359
Weggen-Ziegelhütte;73568
Wegscheid;94110
Wehingen;78564
Wehnde;37339
Wehningen;19273
Wehr;56653
Wehr;79664
Wehrbleck;27259
Wehretal;37287
Wehrhain;4936
Wehrheim;61273
Wehringen;86517
Weiberhof;63846
Weibern;56745
Weibersbrunn;63879
Weibhausen;83379
Weichering;86706
Weichs;85258
Weickelsdorf;6722
Weida;7570
Weiden;55758
Weiden;92637
Weiden;99439
Weidenbach;54570
Weidenbach;56355
Weidenbach;91746
Weidenberg;95466
Weidenhahn;56244
Weidenhain;4860
Weidenhell;56859
Weidenhof;25725
Weidenstetten;89197
Weidenthal;67475
Weidhausen;96279
Weiding;92557
Weiding;93495
Weiding;94529
Weidingen;54636
Weiditz;9306
Weidmannsruh;14913
Weifa;1904
Weigendorf;91249
Weigenheim;97215
Weihenzell;91629
Weiherhammer;92729
Weiherhof;72186
Weihermühle;66987
Weihmichl;84107
Weikersheim;97990
Weil;86947
Weil am Rhein;79576
Weil der Stadt;71263
Weil im Schönbuch;71093
Weilar;36457
Weilbach;63937
Weilburg;35781
Weilen;72367
Weiler;55413
Weiler;55627
Weiler;56729
Weiler;56825
Weilerbach;67685
Weilersbach;91365
Weiler-Simmerberg;88171
Weilerswist;53919
Weilheim;73235
Weilheim;79809
Weilheim;82362
Weilmünster;35789
Weilrod;61276
Weiltingen;91744
Weimar;35096
Weimar;99423
Weimar;99425
Weimar;99427
Weinähr;56379
Weinbach;35796
Weinbergen;99998
Weinböhla;1689
Weingarten;67366
Weingarten;76356
Weingarten;83546
Weingarten;88250
Weingarten;88250
Weingarten;99869
Weinheim;69469
Weinolsheim;55278
Weinsberg;74189
Weinsheim;54595
Weinsheim;55595
Weinstadt;71384
Weira;7806
Weisbach;7356
Weisbrunn;83368
Weischlitz;8538
Weischütz;6636
Weisel;56348
Weisen;19322
Weisenbach;76599
Weisendorf;91085
Weisenheim am Berg;67273
Weisenheim am Sand;67256
Weisham;83368
Weiskirchen;66709
Weismain;96260
Weissach;71287
Weissach;71554
Weißach;83700
Weißack;15926
Weißandt-Gölzau;6369
Weißbach;7646
Weißbach;9306
Weißbach;74679
Weißbach;83329
Weißbach b Königsbrück;1936
Weißdorf;95237
Weiße Krug;19417
Weißen;14913
Weißenberg;2627
Weißenborn;6722
Weißenborn;7639
Weißenborn;9600
Weißenborn;37299
Weißenborn-Lüderode;37345
Weißenbrunn;96369
Weißenburg;91781
Weißenburg;99610
Weißendiez;36460
Weißendorf;7950
Weißenfeld;85622
Weißenfels;6667
Weißenhorn;89264
Weißenohe;91367
Weißensberg;88138
Weißenschirmbach;6268
Weißensee;99631
Weißenseifen, Gem Mürlenbach;54597
Weißenseifen, Gem Wallersheim;54597
Weißenstadt;95163
Weißenthurm;56575
Weißer Hirsch;23909
Weißewarte;39517
Weißig a Raschütz;1561
Weißkeißel;2957
Weißkirchhof;63589
Weißnaußlitz;2633
Weißwasser;2943
Weisweil;79367
Weitefeld;57586
Weitendorf;18299
Weitendorf;19412
Weitendorf;23968
Weitenhagen;17498
Weitenhagen;18461
Weitersbach;55624
Weitersborn;55629
Weitersburg;56191
Weitersglashütte;8309
Weiterstadt;64331
Weitersweiler;67808
Weitmoos;83552
Weitnau;87480
Weitramsdorf;96479
Weitwies, Gem Neukirchen;83364
Weitzgrund;14806
Welbsleben;6333
Welcherath;53539
Welchweiler;66887
Welden;86465
Welfesholz;6333
Welgesheim;55576
Welkenbach;57644
Welle;21261
Wellen;39167
Wellen;54441
Wellendingen;78669
Wellheim;91809
Welling;56753
Wellingshof;73614
Wellmitz;15898
Wellspang;24860
Welmbüttel;25782
Welschbillig;54298
Welschenbach;56729
Welschneudorf;56412
Welschrötherhof;55606
Welsebruch;16306
Welsickendorf;14913
Welsigke;14823
Welsleben;39221
Welsow;16278
Welt;25836
Welterod;56357
Weltersburg;56459
Weltwitz;7819
Welver;59514
Welzheim;73642
Welzin;23948
Welzmühle;96369
Welzow;3119
Wembach;79677
Wemding;86650
Wenddorf;39517
Wendeberg;14715
Wendeburg;38176
Wendehausen;99988
Wendelsheim;55234
Wendelstein;90530
Wendelstorf;18230
Wendemark;39615
Wenden;57482
Wendisch Baggendorf;18513
Wendisch Evern;21403
Wendisch Priborn;19395
Wendisch Rambow;23996
Wendisch Rietz;15864
Wendisch Waren;19399
Wendlingen;73240
Wendorf;18442
Wendorf;19412
Wendorf;23936
Wendtorf;24235
Weng;84187
Wengelsdorf;6688
Wenigenehrich;99713
Wenigenlupnitz;99819
Wenigensömmern;99610
Wenigentaft;36419
Wenigossa;4643
Wennbüttel;25767
Wennigsen;30974
Wenningstedt;25996
Wense;29683
Wensickendorf;16515
Wensin;23827
Wentdorf;19322
Wentorf;21465
Wentorf;23898
Wenze;38486
Wenzenbach;93173
Wenzendorf;21279
Wenzlow;14778
Werbach;97956
Werbellin;16244
Werben;3096
Werben;15806
Werben;39615
Werbig;14806
Werbig;14913
Werbig;15306
Werchau;4916
Werchow;3205
Werda;8223
Werdau;8412
Werder;14542
Werder;14913
Werder;15345
Werder;15848
Werder;16818
Werder;17089
Werder;19386
Werdohl;58791
Werdum;26427
Werenzhain;3253
Wergzahna;14913
Werkhausen;57635
Werl;59457
Werlaburgdorf;38315
Werle;19300
Werlte;49757
Wermelskirchen;42929
Wermelskirchen;42929
Wermsdorf;4779
Wernau;73249
Wernberg-Köblitz;92533
Wernburg;7381
Werne;59368
Werneck;97440
Wernersberg;76857
Werneuchen;16356
Wernigerode;38855
Wernikow;16909
Werningshausen;99634
Wernitz;14641
Wernitzgrün;8258
Wernrode;99735
Wernsdorf;15537
Wernshausen;98590
Wernstedt;39624
Weroth;56414
Werpeloh;49751
Werrabronn;76356
Werschen;6682
Wershofen;53520
Wertach;87497
Wertheim;97877
Werther;33824
Werther;99735
Wertingen;86637
Wesel;46483
Wesel;46485
Wesel;46487
Weselberg;66919
Weselitz;17291
Wesenberg;17255
Wesenberg;23858
Wesendahl;15345
Wesendorf;16792
Wesendorf;29392
Weseram;14778
Wespen;39249
Wesselburen;25764
Wesselburener Deichhausen;25764
Wesselburenerkoog;25764
Wesseling;50389
Wesseling;50389
Wesseln;25746
Wessin;19089
Weßling;82234
Wessobrunn;82405
Westdorf;6449
Weste;29599
Westenbrügge;18233
Westendorf;86707
Westendorf;87679
Westenfeld;98631
Westensee;24259
Westerau;23847
Westerbeck;23923
Westerborstel;25782
Westerburer Polder;26427
Westerburg;56457
Westerdeichstrich;25761
Westeregeln;39448
Westerengel;99718
Westergellersen;21394
Westerhausen;6484
Westerheim;72589
Westerheim;87784
Westerhever;25881
Westerholt;26556
Westerholz;24977
Westerhorn;25364
Westerkappeln;49492
Westerland;25980
Westermoor;25597
Westermoor;25779
Westerngrund;63825
Westernohe;56479
Wester-Ohrstedt;25885
Westerrade;23815
Westerrönfeld;24784
Westerstede;26655
Westerstetten;89198
Westert;56459
Westertimke;27412
Westerwalsede;27386
Westfehmarn;23769
Westfeld;31079
Westgreußen;99718
Westhausen;37308
Westhausen;73463
Westhausen;98663
Westhausen;99869
Westheim;67368
Westheim;91747
Westhof;18230
Westhofen;67593
Westkinberg;88175
Westoverledingen;26810
Westre;25926
Wethau;6618
Wetschen;49453
Wettelrode;6528
Wettenberg;35435
Wetter;35083
Wetter;58300
Wetterzeube;6722
Wettin;6198
Wettingen;89129
Wettlingen;54646
Wettringen;48493
Wettringen;91631
Wettrup;49838
Wettstetten;85139
Wetzelsberg;83364
Wetzlar;35576
Wetzlar;35578
Wetzlar;35579
Wetzlar;35580
Wetzlar;35581
Wetzlar;35582
Wetzlar;35583
Wetzlar;35584
Wetzlar;35585
Wetzlar;35586
Wewelsfleth;25599
Weyarn;83629
Weyer;56357
Weyerbusch;57635
Weyhausen;38554
Weyhe;28844
Weyher;76835
Wiblishauserhof;89335
Wichmannsdorf;23946
Wichmar;7774
Wichtshausen;98530
Wichtshausen;98530
Wickede;58739
Wickendorf;7338
Wickenrodt;55758
Wickerode;6536
Wickersdorf;7318
Wickerstedt;99510
Widdern;74259
Wiebelsdorf;7950
Wiebelsheim;56291
Wiebendorf;19258
Wieck a Darß;18375
Wied;57629
Wieda;37447
Wiedemar;4509
Wieden;79695
Wiedenborstel;24613
Wiedensahl;31719
Wiedenzhausen;85259
Wiederau;4938
Wiedergeltingen;86879
Wiedermuth;99713
Wiedersbach;98667
Wiederstedt;6333
Wiedischhausen;56271
Wiedmann;83739
Wiednitz;2994
Wiefelstede;26215
Wiegendorf;99510
Wieglitz;39345
Wiehe;6571
Wiehl;51674
Wiek;18556
Wielen;49847
Wielenbach;82407
Wiemersdorf;24649
Wiemerstedt;25779
Wiendorf;6420
Wiendorf;18258
Wienhausen;29342
Wienrode;38889
Wiepersdorf;14913
Wiepke;39638
Wiepkenhagen;18320
Wieren;29568
Wierenkamp;24640
Wiernsheim;75446
Wierschem;56294
Wiersdorf;54636
Wiershop;21502
Wies;79697
Wiesa;9488
Wiesach;88079
Wiesau;95676
Wiesbach;66894
Wiesbaden;65183
Wiesbaden;65185
Wiesbaden;65187
Wiesbaden;65189
Wiesbaden;65191
Wiesbaden;65193
Wiesbaden;65195
Wiesbaden;65197
Wiesbaden;65199
Wiesbaden;65201
Wiesbaden;65203
Wiesbaden;65205
Wiesbaden;65207
Wiesbauer;88459
Wiesbaum;54578
Wiesemscheid;53534
Wiesen;63831
Wiesenau;15295
Wiesenbach;69257
Wiesenbach;86519
Wiesenbronn;97355
Wiesenburg;14827
Wiesenfeld;37308
Wiesenfelden;94344
Wiesenhagen;14943
Wiesenmühle;67308
Wiesensteig;73349
Wiesent;93109
Wiesenthal;36466
Wiesenthau;91369
Wiesentheid;97353
Wiesenttal;91346
Wieser;83739
Wieserode;6543
Wieseth;91632
Wieskau;6388
Wieslauterhof;66999
Wieslet;79699
Wiesloch;69168
Wiesmoor;26639
Wiesthal;97859
Wiesweiler;67744
Wiethagen;18182
Wiethagen;18182
Wietmarschen;49835
Wietow;23966
Wietstock;14974
Wietstock;17379
Wietze;29323
Wietzen;31613
Wietzendorf;29649
Wiggensbach;87487
Wilburgstetten;91634
Wildau;15745
Wildau-Wentdorf;15938
Wildberg;4916
Wildberg;16845
Wildberg;17091
Wildberg;72218
Wildberg;83364
Wildburg;55490
Wildeck;36208
Wildemann;38709
Wildenberg;93359
Wildenbörten;4626
Wildenbruch;14552
Wildenbungert;56283
Wildenfels;8134
Wildenhain;1561
Wildenhain;4838
Wildenspring;98701
Wildenstein;78652
Wildenthal;8309
Wildeshausen;27793
Wildetaube;7980
Wildflecken;97772
Wildgrube;4924
Wildhof;63150
Wildkuhl;17209
Wildpark West;14542
Wildpoldsried;87499
Wildschütz;4838
Wildsteig;82409
Wilgartswiesen;76848
Wilhelmsaue;15324
Wilhelmsburg;17379
Wilhelmsdorf;7389
Wilhelmsdorf;88271
Wilhelmsdorf;91489
Wilhelmsfeld;69259
Wilhelmshaven;26382
Wilhelmshaven;26384
Wilhelmshaven;26386
Wilhelmshaven;26388
Wilhelmshaven;26389
Wilhelmshöhe;7616
Wilhelmshorst;14557
Wilhelmsthal;96352
Wilhermsdorf;91452
Wilischthal;9439
Wilkau-Haßlau;8112
Wilkenhagen;23936
Wilkenstorf;19273
Willanzheim;97348
Willebadessen;34439
Willenscharen;24616
Willerstedt;99510
Willich;47877
Willingen;34508
Willingen;56479
Willingshausen;34628
Willmars;97647
Willmenrod;56459
Willmering;93497
Willmersdorf;16356
Willmersdorf;98701
Willmersdorf-Stöbritz;15926
Willroth;56594
Willstätt;77731
Willwerscheid;54533
Wilmeröderberg;37647
Wilmersdorf;15518
Wilmersdorf;15848
Wilmersdorf;16278
Wilmersdorf;16928
Wilmshagen;18519
Wilnsdorf;57234
Wilsdruff;1723
Wilsecker;54655
Wilsleben;6449
Wilstedt;27412
Wilster;25554
Wilsum;49849
Wilthen;2681
Wiltingen;54459
Wiltzsch;9423
Wilzenberg-Hußweiler;55767
Wilzschmühle;8309
Wimbach;53518
Wimbachgrieshütte;83486
Wimbachschloß;83486
Wimmelburg;6313
Wimpasing;83552
Wimpersing;83565
Wimsheim;71299
Wincheringen;54457
Windach;86949
Windberg;94336
Windberge;39579
Windbergen;25729
Windeby;24340
Windeck;51570
Windehausen;99765
Windelsbach;91635
Winden;56379
Winden;76872
Winden;79297
Winden;85304
Windesheim;55452
Windhagen;53578
Windhausen;37539
Windischeschenbach;92670
Windischholzhausen;99102
Windischholzhausen;99102
Windischleuba;4603
Windorf;94575
Windsbach;91575
Windwart;83739
Wingerode;37327
Wingst;21789
Winhöring;84543
Winkel;4924
Winkel;6542
Winkel;54558
Winkel;88454
Winkelbach;57644
Winkelhaid;90610
Winkelsett;27243
Winkelstedt;39624
Winklarn;92559
Winkwitz;1665
Winnemark;24398
Winnen;56459
Winnenden;71364
Winnerath;53520
Winnerhöfe;61130
Winnert;25887
Winnigstedt;38170
Winningen;6449
Winningen;56333
Winnweiler;67722
Winringen;54614
Winseldorf;25551
Winsen;21423
Winsen;24568
Winsen;29308
Winterbach;55595
Winterbach;66484
Winterbach;67737
Winterbach;73650
Winterbach;89368
Winterberg;59955
Winterberg;83546
Winterborn;67822
Winterburg;55595
Winterfeld;29416
Winterhausen;97286
Winterhof;61203
Winterlingen;72474
Winterrieden;87785
Winterscheid;54608
Wintersdorf;4610
Wintersheim;67587
Winterspelt;54616
Winterstein;99891
Winterwerb;56355
Wintrich;54487
Wintzingerode;37339
Winzenburg;31088
Winzer;94577
Wipersdorf;19412
Wipfeld;97537
Wipfratal;99310
Wipperdorf;99752
Wipperfürth;51688
Wippingen;26892
Wippra;6543
Wirchensee Försterei;15868
Wirdum;26529
Wirft;53534
Wirfus;56814
Wirges;56422
Wirsberg;95339
Wirscheid;56237
Wirschweiler;55758
Wisch;24217
Wisch;25876
Wischhafen;21737
Wischroda;6647
Wischuer;18230
Wischuer Abbau;18230
Wismar;23966
Wismar;23968
Wismar;23970
Wissen;57537
Wißmannsdorf;54636
Wistedt;21255
Witsum;25938
Wittbeck;29229
Wittbek;25872
Wittbrietzen;14547
Wittchenstein;7819
Wittdün;25946
Wittelshofen;91749
Witten;58452
Witten;58453
Witten;58454
Witten;58455
Witten;58456
Wittenbeck;18209
Wittenberge;19322
Wittenbergen;25548
Wittenborn;17337
Wittenborn;23829
Wittenburg;19243
Wittenförden;19073
Wittenhagen;18510
Wittenmoor;39579
Witterda;99189
Wittgendorf;6712
Wittgendorf;7318
Wittgensdorf;9228
Wittgensdorf;9228
Wittgert;56237
Wittibreut;84384
Wittichenau;2997
Wittighausen;97957
Wittingen;29378
Wittingen;29379
Wittislingen;89426
Wittlich;54516
Wittlingen;79599
Wittmannsdorf-Bückchen;15910
Wittmannsgereuth;7318
Wittmar;38329
Wittmoldt;24306
Wittmoor;19357
Wittmund;26409
Wittnau;79299
Wittorf;21357
Wittstock;16909
Witzeeze;21514
Witzendorf;7318
Witzenhausen;37213
Witzenhausen;37214
Witzenhausen;37215
Witzenhausen;37216
Witzenhausen;37217
Witzenhausen;37218
Witzhave;22969
Witzin;19406
Witzke;14715
Witzleben;99310
Witzmannsberg;94104
Witzschdorf;9437
